gender,customer_type,age,type_of_travel,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
Female,Loyal Customer,49,Business Travel,991,1,1,1,3,5,5,5,0,0,Satisfied
Male,Loyal Customer,50,Business Travel,991,5,5,5,3,4,4,4,1,20,Satisfied
Female,Loyal Customer,25,Business Travel,991,3,5,3,4,4,4,4,0,0,Unknown
Female,Loyal Customer,60,Personal Travel,991,2,4,2,2,3,3,5,0,0,Dissatisfied
Female,Loyal Customer,56,Business Travel,991,1,1,1,4,4,4,3,0,0,Satisfied
Female,Disloyal Customer,54,Business Travel,991,3,2,2,4,4,4,4,8,3,Satisfied
Male,Loyal Customer,45,Business Travel,991,3,3,3,5,5,5,3,0,0,Satisfied
Female,Disloyal Customer,25,Business Travel,991,4,2,4,2,2,5,2,0,0,Unknown
Female,Loyal Customer,26,Business Travel,991,1,1,3,5,5,5,5,0,0,Satisfied
Female,Loyal Customer,56,Business Travel,991,4,4,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,44,Business Travel,991,3,3,3,5,4,4,5,0,0,Satisfied
Female,Loyal Customer,22,Business Travel,991,2,2,2,4,4,5,4,0,0,Satisfied
Female,Loyal Customer,42,Business Travel,991,5,5,5,2,4,4,2,43,81,Satisfied
Female,Disloyal Customer,47,Business Travel,991,4,4,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,50,Business Travel,992,3,3,3,2,2,4,2,0,8,Satisfied
Male,Loyal Customer,49,Personal Travel,992,3,5,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,38,Personal Travel,992,3,4,3,4,4,4,5,0,0,Dissatisfied
Male,Disloyal Customer,39,Business Travel,992,2,2,2,5,5,4,5,13,0,Dissatisfied
Female,Loyal Customer,60,Business Travel,992,3,3,3,2,5,5,3,0,0,Satisfied
Male,Loyal Customer,50,Business Travel,992,2,2,2,3,5,5,5,16,22,Satisfied
Male,Loyal Customer,21,Personal Travel,992,1,5,4,4,4,4,4,0,0,Neutral
Male,Disloyal Customer,30,Business Travel,337,1,0,4,4,2,5,2,10,0,Dissatisfied
Female,Loyal Customer,25,Business Travel,992,3,4,4,3,3,3,3,0,0,Unknown
Female,Loyal Customer,63,Personal Travel,992,1,4,1,3,5,5,3,99,71,Dissatisfied
Female,Loyal Customer,32,Business Travel,992,4,1,1,4,4,4,4,0,0,Dissatisfied
Female,Loyal Customer,46,Business Travel,992,4,4,4,2,3,3,3,0,0,Satisfied
Male,Disloyal Customer,30,Business Travel,337,0,1,4,4,4,3,4,10,0,Satisfied
Female,Loyal Customer,37,Business Travel,992,2,2,2,3,3,3,5,0,0,Satisfied
Female,Loyal Customer,25,Business Travel,992,1,4,4,4,4,4,4,0,0,Unknown
Female,Loyal Customer,47,Business Travel,992,4,4,4,5,4,4,5,0,0,Satisfied
Male,Loyal Customer,39,Business Travel,992,1,1,1,4,4,4,5,0,0,Satisfied
Female,Loyal Customer,47,Business Travel,992,4,1,4,3,5,5,5,0,11,Satisfied
Male,Disloyal Customer,36,Business Travel,992,1,1,1,3,3,3,3,109,108,Dissatisfied
Female,Loyal Customer,25,Business Travel,992,1,1,4,4,4,4,4,0,0,Unknown
Female,Disloyal Customer,25,Business Travel,992,1,5,1,3,3,4,3,0,0,Unknown
Female,Disloyal Customer,38,Business Travel,992,2,2,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,58,Business Travel,992,1,1,1,3,5,5,4,0,0,Satisfied
Male,Loyal Customer,44,Business Travel,992,4,4,4,3,4,4,3,37,16,Satisfied
Female,Disloyal Customer,26,Business Travel,993,4,4,4,5,5,4,5,0,0,Satisfied
Female,Disloyal Customer,25,Business Travel,993,1,0,1,3,3,5,3,0,0,Unknown
Female,Loyal Customer,25,Business Travel,993,1,2,4,4,4,4,4,0,0,Unknown
Male,Loyal Customer,40,Personal Travel,993,3,4,3,3,5,5,5,0,55,Dissatisfied
Female,Disloyal Customer,39,Business Travel,993,2,2,2,2,2,3,2,88,102,Dissatisfied
Male,Loyal Customer,47,Business Travel,993,1,1,1,3,5,5,4,0,0,Satisfied
Female,Loyal Customer,60,Business Travel,993,5,5,5,5,4,4,3,0,0,Satisfied
Female,Loyal Customer,43,Business Travel,993,1,1,1,4,4,4,4,0,0,Unknown
Female,Loyal Customer,43,Business Travel,993,5,5,5,4,4,4,4,0,3,Unknown
Female,Disloyal Customer,36,Business Travel,993,2,1,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,45,Business Travel,993,5,5,5,4,4,5,4,0,0,Satisfied
Male,Disloyal Customer,19,Business Travel,994,5,0,5,5,5,4,5,0,0,Satisfied
Male,Loyal Customer,33,Business Travel,994,3,3,3,4,4,5,4,0,0,Satisfied
Male,Loyal Customer,43,Business Travel,994,2,4,4,2,2,3,2,31,44,Unknown
Male,Loyal Customer,60,Business Travel,994,2,2,2,5,4,4,4,32,17,Satisfied
Female,Disloyal Customer,26,Business Travel,994,2,5,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,48,Business Travel,994,2,2,2,4,3,3,5,0,0,Satisfied
Female,Loyal Customer,56,Business Travel,994,1,1,1,5,5,5,5,0,0,Satisfied
Male,Loyal Customer,66,Business Travel,994,1,0,0,3,1,1,4,0,0,Dissatisfied
Male,Loyal Customer,34,Personal Travel,994,1,5,0,5,5,5,4,0,0,Dissatisfied
Male,Loyal Customer,39,Business Travel,994,3,3,3,4,5,5,3,0,0,Satisfied
Female,Loyal Customer,57,Business Travel,994,3,4,3,5,4,4,4,0,0,Satisfied
Male,Loyal Customer,50,Business Travel,994,3,5,5,2,3,3,4,112,103,Dissatisfied
Male,Loyal Customer,50,Business Travel,996,4,4,5,3,3,3,3,10,14,Satisfied
Female,Disloyal Customer,22,Business Travel,996,4,0,4,2,2,4,2,37,31,Satisfied
Male,Loyal Customer,46,Business Travel,996,3,3,3,2,4,4,3,0,4,Satisfied
Female,Loyal Customer,54,Business Travel,996,1,2,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,44,Business Travel,996,3,3,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,25,Business Travel,997,1,4,1,5,5,4,5,0,0,Unknown
Male,Loyal Customer,55,Business Travel,997,5,5,5,3,4,4,5,17,10,Satisfied
Female,Disloyal Customer,25,Business Travel,997,0,2,0,3,3,5,3,0,0,Unknown
Female,Loyal Customer,60,Business Travel,997,3,3,3,2,4,4,5,21,0,Satisfied
Male,Loyal Customer,41,Business Travel,997,3,3,3,5,5,5,5,34,13,Satisfied
Male,Loyal Customer,44,Business Travel,997,1,1,1,5,5,5,5,0,2,Satisfied
Female,Loyal Customer,45,Business Travel,997,5,5,5,3,5,5,4,0,0,Satisfied
Male,Loyal Customer,37,Business Travel,997,1,1,1,5,4,4,3,0,0,Satisfied
Female,Loyal Customer,49,Business Travel,997,1,1,1,3,3,3,5,0,0,Satisfied
Female,Loyal Customer,43,Business Travel,997,4,3,4,4,3,3,4,0,0,Satisfied
Female,Loyal Customer,26,Personal Travel,997,1,4,1,2,2,5,2,33,18,Dissatisfied
Male,Disloyal Customer,45,Business Travel,997,5,5,5,2,2,5,2,18,36,Satisfied
Male,Loyal Customer,46,Business Travel,997,2,2,2,5,5,5,3,3,48,Satisfied
Male,Disloyal Customer,22,Business Travel,997,4,4,4,3,3,5,3,0,0,Satisfied
Female,Disloyal Customer,47,Business Travel,997,1,1,1,3,3,2,3,0,0,Dissatisfied
Female,Disloyal Customer,25,Business Travel,997,2,4,2,2,2,5,2,0,0,Unknown
Male,Loyal Customer,58,Business Travel,997,2,2,2,2,5,5,5,7,5,Satisfied
Male,Disloyal Customer,38,Business Travel,997,2,2,2,4,4,4,4,10,0,Dissatisfied
Female,Disloyal Customer,50,Business Travel,997,4,4,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,25,Business Travel,997,3,0,3,3,3,5,3,0,0,Unknown
Male,Disloyal Customer,43,Business Travel,997,5,5,5,5,5,4,5,3,0,Satisfied
Female,Loyal Customer,42,Business Travel,997,2,2,3,4,2,2,2,0,0,Dissatisfied
Male,Disloyal Customer,38,Business Travel,997,5,5,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,55,Business Travel,997,3,3,3,2,4,4,5,0,0,Satisfied
Male,Loyal Customer,59,Business Travel,997,4,4,4,4,4,4,4,0,0,Satisfied
Male,Loyal Customer,56,Business Travel,997,5,5,5,4,4,4,3,0,0,Satisfied
Male,Loyal Customer,67,Business Travel,997,2,2,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,64,Personal Travel,997,3,3,4,4,4,4,4,60,47,Dissatisfied
Male,Loyal Customer,43,Business Travel,997,1,1,4,3,5,5,5,0,0,Satisfied
Female,Disloyal Customer,36,Business Travel,997,3,3,3,2,2,5,2,0,0,Dissatisfied
Male,Loyal Customer,48,Business Travel,997,5,5,5,2,4,4,5,0,0,Satisfied
Female,Disloyal Customer,22,Business Travel,997,4,0,3,5,5,4,5,0,0,Satisfied
Male,Loyal Customer,41,Business Travel,997,5,5,5,1,3,3,4,0,0,Satisfied
Female,Loyal Customer,35,Business Travel,997,3,5,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,56,Business Travel,997,3,3,3,4,5,5,5,25,17,Satisfied
Male,Loyal Customer,39,Business Travel,998,3,4,3,5,4,4,5,137,150,Satisfied
Male,Disloyal Customer,9,Business Travel,337,4,1,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,61,Personal Travel,998,2,3,2,5,3,4,3,5,13,Dissatisfied
Male,Loyal Customer,41,Business Travel,998,3,3,3,2,5,5,5,0,6,Satisfied
Male,Loyal Customer,62,Business Travel,998,5,5,5,5,5,5,2,10,0,Satisfied
Female,Disloyal Customer,25,Business Travel,998,5,1,5,5,3,4,3,0,0,Unknown
Female,Disloyal Customer,43,Business Travel,998,3,3,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,39,Business Travel,998,2,3,3,3,3,3,3,0,0,Dissatisfied
Female,Disloyal Customer,26,Business Travel,998,5,5,5,3,3,5,3,9,0,Satisfied
Female,Disloyal Customer,22,Business Travel,998,0,0,0,3,3,5,3,5,13,Satisfied
Male,Loyal Customer,39,Business Travel,998,5,5,5,2,4,4,5,0,14,Satisfied
Female,Loyal Customer,47,Business Travel,999,3,3,3,2,5,5,4,0,0,Satisfied
Male,Loyal Customer,13,Personal Travel,999,2,4,2,3,3,5,3,5,11,Dissatisfied
Female,Loyal Customer,39,Business Travel,999,3,5,4,4,4,4,4,0,0,Neutral
Male,Disloyal Customer,38,Business Travel,999,1,1,4,4,4,4,4,0,0,Neutral
Male,Disloyal Customer,30,Business Travel,337,0,0,4,4,5,4,5,10,0,Satisfied
Female,Loyal Customer,57,Business Travel,999,3,2,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,56,Business Travel,1000,3,3,3,4,4,4,2,10,0,Satisfied
Female,Loyal Customer,46,Business Travel,1000,2,4,4,1,2,2,3,0,0,Dissatisfied
Male,Loyal Customer,37,Business Travel,1000,1,5,5,3,1,1,4,46,29,Dissatisfied
Male,Disloyal Customer,41,Business Travel,1001,4,4,4,3,3,4,3,0,10,Satisfied
Male,Loyal Customer,39,Business Travel,1004,2,5,5,2,2,4,2,2,10,Dissatisfied
Female,Loyal Customer,21,Business Travel,1005,2,1,1,2,2,4,2,18,16,Dissatisfied
Female,Disloyal Customer,26,Business Travel,1005,2,5,2,2,2,5,2,39,33,Dissatisfied
Male,Loyal Customer,43,Personal Travel,1005,3,3,3,5,2,2,3,0,0,Dissatisfied
Male,Loyal Customer,58,Business Travel,1005,5,5,5,5,4,4,3,18,0,Satisfied
Male,Disloyal Customer,20,Business Travel,1005,4,3,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,46,Business Travel,1005,5,5,5,4,4,4,4,0,0,Satisfied
Female,Loyal Customer,32,Business Travel,1005,5,5,5,4,4,4,4,248,261,Satisfied
Male,Disloyal Customer,46,Business Travel,1005,4,4,4,3,3,4,3,0,8,Satisfied
Female,Loyal Customer,43,Personal Travel,1005,3,4,3,5,1,1,5,0,0,Dissatisfied
Male,Loyal Customer,42,Personal Travel,1005,0,4,1,4,1,1,5,72,61,Satisfied
Male,Disloyal Customer,48,Business Travel,1005,4,4,4,3,3,5,3,78,68,Satisfied
Male,Loyal Customer,30,Business Travel,337,2,2,4,4,2,2,2,10,0,Dissatisfied
Male,Loyal Customer,47,Business Travel,1005,3,5,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,59,Business Travel,1005,1,1,1,2,4,4,4,2,0,Satisfied
Female,Loyal Customer,57,Business Travel,1005,1,1,1,4,5,5,4,14,23,Satisfied
Female,Loyal Customer,50,Business Travel,1005,4,4,4,2,3,3,4,0,14,Satisfied
Male,Disloyal Customer,39,Business Travel,1005,4,3,3,5,5,5,5,0,0,Dissatisfied
Female,Loyal Customer,25,Business Travel,1005,2,2,3,4,4,5,4,0,0,Unknown
Female,Disloyal Customer,27,Business Travel,1005,4,4,4,4,4,5,4,0,0,Satisfied
Female,Loyal Customer,38,Business Travel,1005,2,2,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,25,Business Travel,1005,1,4,2,2,2,4,2,0,0,Unknown
Female,Loyal Customer,26,Business Travel,1005,2,1,1,2,2,4,2,10,10,Dissatisfied
Male,Loyal Customer,53,Business Travel,1005,3,2,2,3,3,3,3,0,0,Dissatisfied
Female,Loyal Customer,40,Business Travel,1005,3,3,3,3,4,4,4,0,0,Satisfied
Female,Loyal Customer,45,Business Travel,1005,1,1,1,5,5,5,3,14,14,Satisfied
Female,Loyal Customer,36,Business Travel,1005,1,4,4,4,1,1,4,3,0,Dissatisfied
Female,Loyal Customer,67,Business Travel,1005,1,1,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,46,Business Travel,1005,5,5,5,2,3,3,4,28,3,Satisfied
Female,Loyal Customer,46,Business Travel,1005,3,5,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,42,Business Travel,1005,4,4,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,37,Business Travel,1005,1,5,1,2,4,4,4,95,96,Satisfied
Female,Loyal Customer,17,Business Travel,1005,4,4,4,4,4,3,4,0,0,Dissatisfied
Female,Disloyal Customer,22,Business Travel,1005,4,1,4,5,5,3,5,0,0,Dissatisfied
Male,Loyal Customer,63,Business Travel,1005,1,5,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,69,Personal Travel,1005,2,2,2,2,3,3,2,110,104,Dissatisfied
Female,Loyal Customer,67,Personal Travel,1005,3,5,3,3,5,5,4,7,10,Dissatisfied
Male,Loyal Customer,27,Business Travel,1005,4,1,1,4,4,3,4,0,0,Dissatisfied
Male,Disloyal Customer,26,Business Travel,1005,2,2,2,2,2,4,2,0,0,Dissatisfied
Female,Loyal Customer,22,Business Travel,1005,2,2,2,4,4,5,4,13,0,Satisfied
Female,Loyal Customer,43,Business Travel,1005,1,3,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,48,Personal Travel,1005,2,5,2,2,5,1,4,13,13,Dissatisfied
Female,Loyal Customer,11,Personal Travel,1005,1,4,1,5,5,4,5,0,0,Dissatisfied
Female,Loyal Customer,25,Business Travel,1005,2,5,5,2,2,4,2,0,0,Unknown
Female,Disloyal Customer,43,Business Travel,1005,2,2,2,3,3,4,3,0,0,Dissatisfied
Female,Loyal Customer,51,Business Travel,1005,3,3,2,3,4,4,4,8,5,Satisfied
Female,Loyal Customer,25,Business Travel,1005,1,1,4,4,4,4,4,0,0,Unknown
Male,Loyal Customer,22,Business Travel,1005,2,1,1,2,2,5,2,0,0,Dissatisfied
Female,Loyal Customer,48,Business Travel,1005,1,1,1,5,4,4,3,21,14,Satisfied
Female,Loyal Customer,24,Business Travel,1005,1,5,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,55,Personal Travel,1005,2,5,2,2,4,4,2,19,24,Dissatisfied
Female,Loyal Customer,25,Business Travel,1005,3,2,2,3,3,3,3,0,0,Unknown
Female,Loyal Customer,45,Business Travel,1005,1,1,1,2,4,4,4,8,0,Satisfied
Male,Loyal Customer,15,Business Travel,1005,1,1,1,5,5,4,5,0,0,Satisfied
Female,Loyal Customer,53,Business Travel,1005,2,2,2,5,4,4,3,0,0,Satisfied
Male,Loyal Customer,48,Business Travel,1005,3,3,3,3,5,5,4,6,4,Satisfied
Male,Disloyal Customer,54,Business Travel,1005,4,4,4,5,5,4,5,0,0,Satisfied
Female,Loyal Customer,39,Business Travel,1005,3,3,3,4,4,4,4,0,0,Satisfied
Male,Loyal Customer,26,Business Travel,1005,5,5,5,5,5,3,5,14,0,Satisfied
Female,Loyal Customer,40,Business Travel,1005,1,1,4,4,4,4,5,0,0,Satisfied
Female,Loyal Customer,33,Business Travel,1005,2,3,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,56,Business Travel,1007,4,4,4,3,4,4,4,0,0,Satisfied
Male,Loyal Customer,45,Business Travel,1007,4,4,4,5,5,5,5,0,0,Satisfied
Male,Loyal Customer,54,Business Travel,1007,3,3,3,4,4,4,5,0,0,Satisfied
Female,Loyal Customer,47,Business Travel,1007,5,5,5,2,5,5,3,72,49,Satisfied
Female,Disloyal Customer,25,Business Travel,1008,4,4,4,4,4,4,4,0,0,Unknown
Female,Loyal Customer,14,Personal Travel,1008,3,5,3,2,2,4,2,4,0,Dissatisfied
Female,Loyal Customer,34,Business Travel,1008,1,1,1,5,2,2,2,0,0,Satisfied
Male,Loyal Customer,45,Business Travel,1008,5,5,5,1,4,4,3,1,1,Satisfied
Female,Disloyal Customer,60,Business Travel,1009,3,3,3,2,2,4,2,0,20,Dissatisfied
Female,Loyal Customer,56,Business Travel,1009,5,5,5,2,4,4,3,0,0,Satisfied
Female,Loyal Customer,40,Business Travel,1009,5,5,5,5,3,3,4,3,4,Satisfied
Male,Loyal Customer,44,Business Travel,1009,4,4,4,4,4,4,4,0,0,Satisfied
Female,Loyal Customer,58,Business Travel,1009,2,2,2,4,5,5,3,107,102,Satisfied
Male,Loyal Customer,50,Business Travel,1009,3,3,3,4,1,1,4,9,0,Satisfied
Male,Loyal Customer,44,Business Travel,1009,5,5,5,5,4,4,3,0,20,Satisfied
Female,Loyal Customer,55,Business Travel,1009,4,4,4,5,5,5,5,0,0,Satisfied
Male,Disloyal Customer,43,Business Travel,1009,3,3,3,3,3,5,3,0,3,Satisfied
Female,Disloyal Customer,38,Business Travel,1009,2,2,2,2,2,4,2,0,0,Dissatisfied
Female,Loyal Customer,33,Personal Travel,1009,1,3,1,2,1,1,2,3,9,Dissatisfied
Male,Loyal Customer,44,Business Travel,1009,2,2,2,3,4,4,3,0,3,Satisfied
Male,Loyal Customer,47,Business Travel,1009,2,2,1,5,2,2,4,10,0,Satisfied
Female,Disloyal Customer,43,Business Travel,1009,2,2,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,56,Business Travel,1009,1,1,1,4,4,4,3,0,0,Satisfied
Female,Loyal Customer,40,Business Travel,1009,5,5,5,4,2,2,5,0,0,Satisfied
Male,Loyal Customer,41,Business Travel,1009,2,2,2,3,4,4,5,0,0,Satisfied
Male,Disloyal Customer,39,Business Travel,1009,3,4,4,5,5,4,5,0,4,Dissatisfied
Female,Disloyal Customer,21,Business Travel,1009,3,2,4,4,4,4,4,0,0,Neutral
Male,Disloyal Customer,21,Business Travel,1009,0,5,0,5,5,5,5,0,0,Satisfied
Female,Loyal Customer,55,Personal Travel,1009,4,2,4,1,4,4,3,0,0,Dissatisfied
Male,Loyal Customer,49,Business Travel,1009,5,4,5,5,5,5,5,0,0,Satisfied
Female,Disloyal Customer,17,Business Travel,1009,5,0,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,25,Business Travel,1009,3,3,3,3,3,3,3,0,0,Unknown
Male,Loyal Customer,51,Business Travel,1009,3,3,3,5,4,4,4,0,0,Satisfied
Male,Loyal Customer,35,Business Travel,1009,5,5,5,2,4,4,5,0,0,Satisfied
Male,Loyal Customer,39,Business Travel,1009,1,1,1,2,5,5,5,0,0,Satisfied
Female,Loyal Customer,52,Business Travel,1009,2,2,2,2,4,4,5,16,5,Satisfied
Male,Disloyal Customer,22,Business Travel,1009,0,0,0,4,4,5,4,95,84,Satisfied
Male,Loyal Customer,38,Business Travel,1009,1,1,2,4,4,4,4,0,0,Satisfied
Male,Disloyal Customer,64,Business Travel,1009,5,5,5,2,2,5,2,0,3,Satisfied
Male,Loyal Customer,37,Business Travel,1009,5,5,5,3,4,4,3,0,0,Satisfied
Female,Loyal Customer,59,Business Travel,1009,1,1,1,2,3,3,5,3,0,Satisfied
Male,Disloyal Customer,17,Business Travel,1009,4,5,3,2,2,4,2,17,3,Satisfied
Female,Loyal Customer,42,Business Travel,1009,1,1,1,2,5,5,3,0,0,Satisfied
Female,Loyal Customer,61,Business Travel,1009,2,1,5,4,2,2,2,0,6,Dissatisfied
Female,Loyal Customer,48,Business Travel,1009,4,4,3,4,4,4,3,0,0,Satisfied
Male,Disloyal Customer,26,Business Travel,1009,4,3,3,2,2,4,2,0,7,Dissatisfied
Female,Loyal Customer,25,Business Travel,1009,2,2,2,5,5,5,5,0,0,Unknown
Male,Disloyal Customer,42,Business Travel,1009,2,2,2,2,2,5,2,10,0,Dissatisfied
Female,Disloyal Customer,22,Business Travel,1009,4,3,4,2,2,4,2,17,10,Satisfied
Male,Loyal Customer,27,Personal Travel,1009,3,4,3,2,2,2,2,0,0,Dissatisfied
Female,Disloyal Customer,45,Business Travel,1009,4,4,4,5,5,5,5,0,0,Satisfied
Female,Loyal Customer,25,Business Travel,1009,2,2,4,5,5,5,5,0,0,Unknown
Male,Disloyal Customer,22,Business Travel,1009,4,0,4,2,2,5,2,50,34,Satisfied
Male,Disloyal Customer,43,Business Travel,1009,1,2,2,5,5,4,5,0,2,Dissatisfied
Male,Loyal Customer,46,Business Travel,1009,3,3,3,3,4,4,5,0,0,Satisfied
Male,Loyal Customer,59,Business Travel,1009,3,3,3,3,3,3,3,0,0,Satisfied
Female,Loyal Customer,67,Business Travel,1009,1,1,1,4,5,5,5,0,0,Satisfied
Female,Loyal Customer,35,Business Travel,1009,3,5,5,2,3,3,2,98,78,Dissatisfied
Male,Disloyal Customer,35,Business Travel,1009,4,4,4,4,4,2,4,1,0,Dissatisfied
Female,Loyal Customer,36,Business Travel,1009,4,2,2,4,4,4,4,0,0,Dissatisfied
Female,Loyal Customer,36,Business Travel,1009,3,4,3,2,3,3,3,0,0,Dissatisfied
Male,Loyal Customer,26,Business Travel,1009,1,1,1,5,5,5,5,24,13,Satisfied
Female,Loyal Customer,39,Business Travel,1009,1,1,1,3,1,1,2,0,0,Dissatisfied
Female,Loyal Customer,54,Business Travel,1009,3,3,3,3,5,5,3,0,0,Satisfied
Female,Loyal Customer,57,Business Travel,1009,2,2,2,4,5,5,4,0,0,Satisfied
Female,Loyal Customer,25,Business Travel,1009,2,2,2,3,3,5,3,0,0,Unknown
Male,Loyal Customer,34,Business Travel,1009,1,1,1,3,5,5,5,23,3,Satisfied
Female,Disloyal Customer,46,Business Travel,1009,3,3,3,5,5,4,5,0,0,Dissatisfied
Female,Loyal Customer,39,Business Travel,1009,5,5,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,25,Business Travel,1009,5,4,4,4,4,4,4,0,0,Unknown
Male,Loyal Customer,65,Business Travel,1009,3,3,3,3,4,4,4,0,0,Satisfied
Male,Loyal Customer,49,Business Travel,1010,3,3,3,5,5,5,5,0,34,Satisfied
Female,Loyal Customer,60,Personal Travel,1010,1,4,1,4,2,2,5,0,0,Dissatisfied
Female,Loyal Customer,45,Business Travel,1010,4,4,4,3,4,4,3,0,10,Satisfied
Female,Loyal Customer,41,Business Travel,1010,5,5,5,3,2,2,5,0,0,Satisfied
Male,Disloyal Customer,22,Business Travel,1010,4,1,4,2,2,5,2,8,0,Satisfied
Male,Loyal Customer,47,Business Travel,1010,3,3,3,2,4,4,4,23,0,Satisfied
Male,Disloyal Customer,35,Business Travel,1010,3,3,3,3,3,4,3,0,0,Dissatisfied
Female,Loyal Customer,64,Business Travel,1010,1,3,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,51,Business Travel,1010,1,4,4,3,1,1,2,35,28,Dissatisfied
Male,Loyal Customer,59,Business Travel,1010,2,2,2,4,4,4,5,10,0,Satisfied
Male,Loyal Customer,34,Business Travel,1010,1,1,1,2,3,3,4,0,0,Satisfied
Female,Loyal Customer,37,Business Travel,1010,5,3,5,2,4,4,3,0,0,Satisfied
Male,Loyal Customer,43,Business Travel,1011,2,2,2,2,2,3,2,20,14,Unknown
Male,Loyal Customer,36,Business Travel,1011,3,3,3,3,4,4,4,11,0,Satisfied
Female,Loyal Customer,60,Personal Travel,1011,2,3,2,2,4,4,2,14,0,Dissatisfied
Female,Disloyal Customer,25,Business Travel,1011,2,0,4,4,4,4,4,0,0,Unknown
Male,Loyal Customer,37,Business Travel,1011,2,2,2,4,3,3,5,0,0,Satisfied
Female,Loyal Customer,34,Business Travel,1011,4,4,4,5,5,5,3,50,98,Satisfied
Male,Loyal Customer,44,Business Travel,1011,3,3,3,4,4,4,4,5,1,Satisfied
Female,Loyal Customer,44,Business Travel,1011,3,3,3,2,4,4,4,39,24,Satisfied
Male,Loyal Customer,44,Business Travel,1011,5,5,5,3,5,5,4,5,20,Satisfied
Female,Loyal Customer,43,Business Travel,1011,3,3,3,2,4,4,4,8,8,Satisfied
Female,Loyal Customer,45,Business Travel,1011,3,3,3,3,4,4,4,15,0,Satisfied
Female,Loyal Customer,54,Business Travel,1011,4,1,1,2,4,4,3,0,0,Dissatisfied
Male,Loyal Customer,55,Business Travel,1011,3,2,2,5,3,3,4,0,0,Dissatisfied
Female,Disloyal Customer,46,Business Travel,1011,5,5,5,4,4,5,4,14,19,Satisfied
Male,Loyal Customer,49,Personal Travel,1011,2,1,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,39,Business Travel,1011,4,4,4,2,5,5,5,7,6,Satisfied
Male,Disloyal Customer,22,Business Travel,1011,4,5,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,42,Business Travel,1011,3,3,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,25,Business Travel,1011,4,4,4,4,4,5,4,0,0,Unknown
Female,Loyal Customer,50,Business Travel,1011,3,3,3,3,4,4,4,58,42,Satisfied
Male,Loyal Customer,30,Business Travel,337,3,2,4,4,4,5,4,10,0,Satisfied
Female,Loyal Customer,34,Business Travel,1012,4,4,4,3,4,4,3,7,0,Satisfied
Female,Disloyal Customer,26,Business Travel,1012,2,2,2,5,5,4,5,0,0,Dissatisfied
Female,Disloyal Customer,37,Business Travel,1012,1,1,1,3,3,5,3,0,7,Dissatisfied
Male,Loyal Customer,43,Business Travel,1012,5,5,5,4,4,5,4,8,4,Unknown
Female,Loyal Customer,48,Business Travel,1012,5,5,5,5,4,4,4,10,6,Satisfied
Female,Loyal Customer,58,Business Travel,1012,4,4,4,2,4,4,3,21,21,Satisfied
Female,Loyal Customer,56,Business Travel,1012,2,2,2,2,5,5,3,1,0,Satisfied
Female,Disloyal Customer,26,Business Travel,1012,3,2,2,3,3,4,3,0,0,Dissatisfied
Male,Disloyal Customer,26,Business Travel,1012,5,5,5,4,4,5,4,8,0,Satisfied
Male,Loyal Customer,55,Business Travel,1012,2,2,2,5,2,2,4,8,11,Dissatisfied
Female,Loyal Customer,39,Business Travel,1012,1,1,1,3,4,4,3,0,0,Satisfied
Male,Disloyal Customer,50,Business Travel,1012,2,2,2,3,3,4,3,40,27,Dissatisfied
Female,Loyal Customer,43,Business Travel,1012,3,5,5,3,3,2,3,75,83,Unknown
